,0,1
208,algorithm,165.9380613
209,evaluation,165.2516369
210,doctor,163.6996368
211,number,162.6768583
212,reference,162.1660449
213,tip,161.4891551
214,activities,161.2770428
215,event,159.4728972
216,transmitter,157.5279873
217,rod,157.340755
218,indication,155.7817076
219,direction,155.3015724
220,hygiene,154.8351538
221,chamber,154.3653151
222,wrist,153.8322414
223,vacuum,153.2912413
224,internet,152.6224047
225,personnel,152.1568207
226,type,151.6113243
227,calculation,151.2942062
228,measuring,150.6333239
229,ends,150.6044458
230,image,150.4478442
231,respiratory,149.9666183
232,operation,149.2866789
233,electrodes,148.5454482
234,substance,148.0282136
235,emergency,147.9500525
236,Bluetooth,147.3132722
237,DEVICE,146.4823215
238,provider,145.2974723
239,Oral,143.9348593
240,microprocessor,143.5564044
241,shape,143.2160049
242,request,142.205886
243,edge,141.4249784
244,writing,139.9501383
245,sleep,139.3678431
246,station,138.9327937
247,records,138.7013772
248,pad,137.3864018
249,skin,136.5427067
250,length,136.1583823
251,camera,135.6247743
252,none,135.1131113
253,openings,134.9143309
254,care,134.8718964
255,people,134.4635858
256,quality,134.0774813
257,Health,133.8311798
258,waveform,133.6430673
259,voice,133.2468345
260,circuitry,132.9745004
261,warning,132.288678
262,c,132.2627658
263,interaction,130.6204683
264,accelerometer,130.0896745
265,chip,129.7287775
266,monitors,129.2471253
267,client,129.2471253
268,performance,129.1441106
269,refers,128.5544688
270,sponge,128.3496438
271,floor,127.9406894
272,tooth,125.5546603
273,wall,125.1889409
274,heads,124.9005614
275,preset,124.8578895
276,apertures,124.587922
277,report,124.3802724
278,characteristics,123.3421791
279,transceiver,122.8489905
280,accuracy,121.3107678
281,difference,121.142421
282,representative,121.0957476
283,Electric,121.0645994
284,process,120.1884397
285,center,119.9394871
286,stores,119.6792536
287,advantages,119.6371062
288,spray,118.3364332
289,filaments,117.495821
290,safety,117.4382997
291,patent,117.0143939
292,Remote,116.9741159
293,receiver,116.3146001
294,family,115.8424716
295,hollow,115.7499351
296,detecting,115.4051351
297,home,115.3864273
298,recess,115.083795
299,code,114.9902085
300,cavity,114.4506572
301,selection,114.393981
302,levels,114.2579426
303,wave,112.9482621
304,SYSTEM,112.8715401
305,instruction,111.6855744
306,radio,111.6392663
307,positioning,111.6170381
308,d,111.3991007
309,doctors,111.2937113
310,life,111.0503402
311,outlet,111.0314237
312,and/or,110.0292572
313,corresponding,109.8950075
314,section,109.4710392
315,recognition,109.2894652
316,engagement,108.9253334
317,attachment,108.4694088
318,aperture,107.0274992
319,notification,106.9318113
320,fitness,106.9318113
321,protocol,106.236554
322,situation,106.0135308
323,cartridge,105.8285847
324,dust,105.708933
325,edges,105.708933
326,glucose,105.6245345
327,respiration,104.9291673
328,valve,104.4714256
329,consumption,103.7997996
330,water,103.6989307
331,band,103.360537
332,Image,103.2114563
333,indicators,103.0117691
334,sample,102.3161994
335,foam,102.2950698
336,index,102.2381261
337,user.1,102.1413766
338,dirt,101.5888868
339,mobile,101.2231571
340,step,101.1177996
341,elongate,101.0091604
342,walls,100.8302556
343,indicator,100.7497254
344,history,100.1405642
345,iii,99.68721137
346,dispensing,99.32844796
347,cross-section,99.19905629
348,extension,99.08469402
349,implementation,99.04846062
350,factors,98.83598483
351,blade,98.68534403
352,tube,98.55400621
353,plunger,98.49259439
354,measure,98.4012586
355,watch,97.79337906
356,conversion,97.59858067
357,movement,97.34687697
358,host,97.09748055
359,examination,96.22862899
360,GPS,96.05602801
361,wearer,95.67109242
362,identity,95.62185505
363,medicine,95.36004443
364,content,95.13785199
365,removal,94.05044503
366,concentration,93.93670405
367,therein,93.36913053
368,particles,92.96602355
369,device.1,92.58448855
370,living,92.15084232
371,light,91.94080166
372,interval,91.91804538
373,medium,90.48638604
374,saturation,90.41691501
375,therapy,90.18492775
376,modules,90.03881184
377,link,89.79056892
378,materials,89.75740501
379,fingers,89.73223034
380,events,89.72075047
381,orifice,89.29265862
382,recording,89.06156002
383,resin,88.94116112
384,OF,88.91599447
385,meter,88.85416737
386,classification,88.68403911
387,bottle,88.66069555
388,bracelet,87.5547929
389,diseases,87.01145371
390,intensity,86.90211608
391,portions,86.85665213
392,functions,86.79623384
393,accordance,86.77830574
394,comb,86.52309119
395,hole,86.21769452
396,hardware,85.85724884
397,protrusions,85.79448631
398,heartbeat,85.65403341
399,scheme,85.65403341
400,risk,85.62845083
401,target,85.01542272
402,thereto,84.77360317
403,tips,84.36687181
404,energy,84.01729489
405,alert,83.924044
406,fibers,83.62265703
407,providers,82.62723965
408,behavior,81.76303066
409,scrubber,81.73885955
410,posture,81.71301274
411,inlet,81.54368266
412,collecting,81.49898152
413,sound,81.37791177
414,medication,80.53727996
415,points,79.9716222
416,B,79.78848034
417,characteristic,79.50958327
418,barrel,79.34755874
419,packaging,79.08375579
420,tracking,78.74035904
421,generation,78.71567563
422,real-time,77.8773266
423,Liquid,77.72690013
424,C,77.42597094
425,training,77.2241279
426,degree,77.11656579
427,presence,76.93446518
428,Fluid,76.75825276
429,locations,76.29589163
430,Intelligent,75.7208877
431,measures,75.2897956
432,gum,74.56666834
433,agitator,74.56666834
434,pen,74.45777336
435,bundle,73.69003634
436,pole,73.6205075
437,images,73.48889134
438,processors,73.30129882
439,transmitting,73.13531272
440,base,73.06173534
441,staff,72.91892066
442,kind,72.79244298
443,reading,72.70461157
444,guidance,72.43978775
445,representation,72.43978775
446,site,72.30823945
447,calibration,72.27397551
448,brain,72.27397551
449,supply,72.24242949
450,Data,72.22612874
451,security,72.22612874
452,pump,72.11040285
453,file,72.00913256
454,weight,71.97741502
455,strap,71.97032233
456,piston,71.88313727
457,handles,71.57655416
458,humidity,71.41289866
459,establishment,70.98245784
460,mechanism,70.7986714
461,duration,70.76922072
462,problem,70.28259434
463,filter,69.78469273
464,criteria,69.69152557
465,noise,69.64330466
466,Methods,69.55691913
467,PPG,69.26134484
468,mm,69.22314065
469,rows,69.22314065
470,plan,69.2147923
471,wash,69.21304386
472,roll,69.14361712
473,command,69.0508756
474,units,68.43311743
475,Method,68.23236242
476,plaque,68.20949152
477,call,67.54127164
478,facility,67.13836395
479,extends,66.26292699
480,chest,66.25189853
481,microphone,66.20699223
482,compositions,66.08630216
483,rules,65.9869932
484,flange,65.67967061
485,garment,65.3926409
486,estimation,65.3926409
487,holes,65.06330107
488,recommendations,64.96310938
489,transmit,64.69824612
490,washing,64.49236761
491,filtering,64.26879829
492,product,64.26161599
493,sugar,64.10424083
494,therebetween,63.57687155
495,actuator,63.43542115
496,integration,63.41010461
497,types,63.40333883
498,spaces,63.34057595
499,interior,63.25103423
500,antenna,63.20276831
501,probe,63.0467878
502,clothing,62.98085882
503,sources,62.86853758
504,THE,62.62544442
505,breathing,62.55168045
506,passage,62.46783281
507,drug,62.34508193
508,analog,62.12256953
509,wheel,62.0556877
510,nursing,61.9582034
511,intervention,61.76229237
512,account,61.76229237
513,sections,61.68522947
514,prescription,61.52919018
515,data.1,61.52919018
516,operating,61.40179124
517,audio,61.16354684
518,judgment,61.10024168
519,Tool,61.085267
520,prompt,60.83564187
521,development,60.40680114
522,times,60.39555829
523,symptoms,60.2425388
524,query,60.2425388
525,resources,60.2021684
526,movements,59.87537474
527,rim,59.78121451
528,list,59.54932269
529,telephone,59.38509464
530,sequence,59.27865272
531,identifier,59.12068505
532,hose,59.10547857
533,smartphone,58.95646954
534,community,58.95646954
535,background,58.52790907
536,projections,58.3672326
537,receives,58.24068956
538,suction,58.19689343
539,factor,58.16634558
540,biometric,58.09941322
541,consultation,58.09941322
542,inputs,58.09941322
543,card,57.99734835
544,correlation,57.8351791
545,prediction,57.67098198
546,Wireless,57.67098198
547,variation,57.48616603
548,trend,57.24261533
549,distance,56.57177727
550,stress,56.49448105
551,mold,56.23551375
552,things,56.11001624
553,convenient,55.79972218
554,bed,55.62483699
555,seal,55.57620404
556,AN,55.46949992
557,impedance,55.26600328
558,format,55.26600328
559,0.1,55.10175043
560,microcontroller,55.10175043
561,authentication,55.10175043
562,score,54.83804602
563,APP,54.67377102
564,variability,54.2458561
565,retention,53.84975692
566,source,53.8423463
567,amplifier,53.81800565
568,setting,53.64516993
569,cycle,53.54404829
570,phase,53.51344561
571,board,53.5086437
572,wellness,53.39021966
573,occurrence,53.35759539
574,ink,53.12841698
575,iv,53.12690145
576,engine,53.08957836
577,statistics,52.96249812
578,spring,52.83864525
579,e,52.70637532
580,inspection,52.69928681
581,f,52.69928681
582,subsystem,52.69928681
583,e.g.,52.30557735
584,transmits,52.27174092
585,clouds,52.10724831
586,decision,52.10724831
587,Step,52.10724831
588,Device,52.08499867
589,vehicle,51.83783936
590,cost,51.80132671
591,master,51.67972001
592,imaging,51.67972001
593,cylinder,51.41381032
594,a.,51.2522561
595,work,51.09254332
596,patch,51.00717314
597,USB,50.98951667
598,responses,50.98951667
599,search,50.82485656
600,makeup,50.70331187
601,formula,50.5622467
602,time.1,50.39752138
603,belongs,50.39752138
604,Blood,50.39752138
605,goal,50.36938349
606,balance,50.36938349
607,determine,50.13504593
608,physician,49.97025055
609,messages,49.942818
610,converter,49.942818
611,online,49.30979529
612,table,49.30979529
613,remover,49.24675355
614,gripping,49.24675355
615,Combination,49.24675355
616,Heart,49.11590185
617,compliance,49.11590185
618,receptacle,49.06137385
619,object,48.94509058
620,lead,48.88574366
621,key,48.85808544
622,interfaces,48.85385997
623,networking,48.68882395
624,cuff,48.68882395
625,rescue,48.26181034
626,RFID,48.23737534
627,exchange,48.03799962
628,lip,47.97354733
629,series,47.94071718
630,tongue,47.59858021
631,waveforms,47.40797592
632,vector,47.38515127
633,sleeve,47.08458739
634,execution,46.98115508
635,problems,46.96402931
636,periods,46.8355298
637,elastomer,46.81145199
638,bore,46.81145199
639,load,46.76729969
640,day,46.76729969
641,ID,46.71994457
642,hospitals,46.55439847
643,verification,46.55439847
644,composition,46.50567217
645,relationship,46.42895206
646,capacity,46.41278651
647,tag,46.29337179
648,tubes,46.27458063
649,sports,46.10744664
650,muscle,45.98612574
651,responsive,45.98612574
652,recesses,45.94135183
653,features,45.91394804
654,terminals,45.90430584
655,reports,45.86686944
656,population,45.86686944
657,subjects,45.86686944
658,plurality,45.82354319
659,golf,45.72286679
660,wearing,45.70107786
661,diabetes,45.70107786
662,components,45.69450297
663,requirements,45.56158164
664,grooves,45.42071681
665,therethrough,45.36060157
666,strips,45.33258796
667,interest,45.27451384
668,inquiry,45.27451384
669,displays,45.27451384
670,bottom,45.05203913
671,RF,44.84801399
672,sending,44.84801399
673,Mobile,44.84801399
674,artery,44.84801399
675,functionality,44.71281412
676,proximity,44.66043453
677,programs,44.5877864
678,efficiency,44.54263733
679,gateway,44.4215783
680,sampling,44.4215783
681,anda,44.4215783
682,party,44.40503979
683,powder,44.26886823
684,registration,44.22932819
685,capture,44.16156726
686,advice,43.99520674
687,samples,43.99520674
688,insert,43.98391173
689,battery,43.93557323
690,extending,43.76196209
691,amount,43.7586192
692,PC,43.56889931
693,A/D,43.56889931
694,professional,43.56889931
695,progress,43.56889931
696,completion,43.56889931
697,CARE,43.56220698
698,ear,43.44048003
699,stimulation,43.41612642
700,apparatus,43.24510719
701,closure,43.17251724
702,knowledge,43.14265599
703,analyte,43.14265599
704,readings,43.14265599
705,questions,43.14265599
706,wristband,42.96213559
707,clock,42.88333787
708,determining,42.71647677
709,port,42.45976709
710,point,42.37838558
711,fall,42.29036163
712,error,42.16915323
713,voltage,41.88118917
714,system.1,41.86431056
715,row,41.8416523
716,testing,41.43832354
717,speaker,41.27798814
718,start,41.27450539
719,pockets,41.18445871
720,User,41.18003792
721,molding,41.14830678
722,containers,41.14830678
723,extraction,41.12025786
724,baseline,41.01240056
725,help,40.89886657
726,receive,40.5865416
727,map,40.5865416
728,expenditure,40.5865416
729,reporting,40.5865416
730,alerts,40.5865416
731,storing,40.47567501
732,e.g,40.45266179
733,capability,40.43903717
734,shell,40.39749027
735,coating,40.33611175
736,carrier,40.29237175
737,pet,40.19195477
738,algorithms,40.16074666
739,administration,40.16074666
740,timing,40.05260448
741,feature,39.99008395
742,discharge,39.94402544
743,Embodiments,39.89020047
744,tubular,39.82137556
745,presentation,39.73501571
746,subset,39.73501571
747,determines,39.73077747
748,velocity,39.5892262
749,locking,39.39746692
750,networks,39.30934874
751,age,39.05254931
752,expert,39.05254931
753,metal,38.99495946
754,threads,38.93199757
755,context,38.88374574
756,limb,38.88212223
757,Container,38.7530897
758,wipe,38.7530897
759,providing,38.62727226
760,disclosure,38.5002491
761,transfer,38.37105824
762,component,38.2840445
763,standard,38.19617869
764,individuals,38.19617869
765,cell,38.12588614
766,platforms,38.03385609
767,schedule,38.03273158
768,gyroscope,38.03273158
769,circumference,37.98934096
770,reliability,37.93912146
771,stick,37.91159898
772,compartment,37.8799897
773,worn,37.77694111
774,microcomputer,37.60732039
775,procedure,37.58968343
776,association,37.51681044
777,orifices,37.47391972
778,example,37.44231952
779,insulin,37.35188762
780,professionals,37.18197311
781,GPRS,37.18197311
782,review,37.18197311
783,stage,37.16114779
784,amplification,36.92690931
785,payment,36.92690931
786,correction,36.85833916
787,insurance,36.75668973
788,rehabilitation,36.75668973
789,electrocardiograph,36.75668973
790,customer,36.67258847
791,persons,36.64606816
792,pair,36.64100006
793,skirt,36.43384452
794,cartridges,36.43384452
795,stain,36.43384452
796,oximeter,36.33147022
797,attachments,36.32288449
798,intervals,36.18563102
799,catheter,36.07717957
800,polymer,35.98987284
801,agent,35.93967081
802,physiology,35.90631458
803,patient.1,35.90631458
804,observation,35.90631458
805,Sensor,35.90631458
806,part,35.83755393
807,store,35.76788948
808,recommendation,35.6524289
809,shapes,35.52010079
810,node,35.4914732
811,simulation,35.4812228
812,abnormality,35.4812228
813,calories,35.4812228
814,symptom,35.4812228
815,S1,35.06810685
816,information.1,35.05619485
817,behaviors,35.05619485
818,secure,35.00465424
819,foot,34.95530161
820,caregiver,34.80315793
821,name,34.80315793
822,reader,34.56446256
823,session,34.56446256
824,entry,34.55054808
825,following,34.37863848
826,EEG,34.20633041
827,judging,34.20633041
828,LED,34.17177886
829,assistance,34.17177886
830,solution,34.07897914
831,nodules,34.06142682
832,machine,33.87981777
833,conduit,33.8633963
834,logic,33.79865758
835,CPU,33.78149388
836,outputs,33.78149388
837,transverse,33.60729489
838,hinge,33.46892134
839,spectrum,33.37572919
840,date,33.35672114
841,servers,33.35672114
842,analyzer,33.35672114
843,intelligence,33.35672114
844,judge,33.35672114
845,D,33.32782778
846,packet,33.30134358
847,rule,33.30134358
848,techniques,33.15706587
849,computers,33.10554981
850,situations,33.10554981
851,S2,32.95291403
852,research,32.93201216
853,diagnostics,32.93201216
854,eye,32.92097373
855,implementations,32.88061188
856,sheath,32.7991908
857,rotates,32.79320873
858,tire,32.79320873
859,probability,32.53021373
860,address,32.50736693
861,Things,32.50736693
862,Monitoring,32.50736693
863,beat,32.50736693
864,patterns,32.31735964
865,files,32.10762999
866,centre,32.10762999
867,coefficient,32.10762999
868,metrics,32.08278544
869,confirmation,32.08278544
870,Medical,32.08278544
871,disorders,32.0396274
872,angles,31.99380736
873,members,31.89454308
874,flexibility,31.84354268
875,IN,31.69132761
876,identifying,31.65826767
877,generates,31.65826767
878,onset,31.65826767
879,electrocardio,31.65826767
880,coupling,31.65452086
881,scale,31.62110429
882,g,31.40921358
883,procedures,31.26437435
884,capabilities,31.26437435
885,induction,31.26281942
886,average,31.23381361
887,practitioner,31.23381361
888,physicians,31.23381361
889,workers,31.23381361
890,curve,31.20367407
891,massaging,31.12977976
892,Human,30.98533255
893,profile,30.91843418
894,failure,30.89242778
895,facilities,30.8405964
896,manager,30.80942324
897,S3,30.80942324
898,t,30.80942324
899,alarms,30.80942324
900,nodes,30.80942324
901,Serial,30.80942324
902,signal.1,30.80942324
903,+,30.80942324
904,lamp,30.77939458
905,implements,30.56547487
906,sidewalls,30.46141226
907,arrhythmia,30.38509656
908,displaying,30.38509656
909,cardiac,30.38509656
910,label,30.38509656
911,nutrition,30.38509656
912,slot,30.30553554
913,amplitude,30.20253167
914,cavities,30.19942523
915,lid,30.16881973
916,clip,30.16881973
917,pulses,30.13940066
918,tools,30.09231005
919,hand,30.08864148
920,effects,30.08074252
921,caregivers,29.96083353
922,sent,29.96083353
923,sharing,29.96083353
924,satellite,29.96083353
925,resource,29.96083353
926,technique,29.90687771
927,thumb,29.84661567
928,tissue,29.76516977
929,Surface,29.71856214
930,matching,29.71418739
931,performs,29.71418739
932,business,29.71418739
933,actions,29.68016971
934,lengths,29.62051031
935,mixture,29.62051031
936,manifold,29.55842938
937,screening,29.53663416
938,generate,29.53663416
939,pivot,29.53324567
940,modes,29.4826254
941,pumping,29.32393914
942,absence,29.2906408
943,plane,29.28220582
944,indications,29.15296838
945,workout,29.11249843
946,Patient,29.11249843
947,databases,29.11249843
948,aspect,29.10890671
949,collects,28.86717978
950,indexes,28.86717978
951,walking,28.86717978
952,groove,28.82250325
953,commands,28.73138891
954,authorization,28.68842631
955,judges,28.68842631
956,interference,28.67026022
957,emitter,28.67026022
958,slots,28.57778804
959,web,28.57314003
960,attributes,28.4438052
961,liquids,28.40644958
962,collar,28.40644958
963,electronics,28.30994547
964,models,28.30994547
965,effect,28.29546363
966,precision,28.28817575
967,impact,28.28817575
968,pharmacy,28.2644178
969,computation,28.2644178
970,ice,28.13658031
971,TO,28.13658031
972,shank,28.05689534
973,compensation,28.02051799
974,relates,28.02051799
975,speech,27.84047289
976,accelerometers,27.84047289
977,prevention,27.78354504
978,friction,27.57459456
979,forward,27.54716066
980,force,27.52397499
981,limit,27.45743804
982,micro,27.41659156
983,like.1,27.41659156
984,route,27.41659156
985,rhythm,27.41659156
986,Head,27.28435153
987,box,27.22741804
988,count,27.17420962
989,profiles,27.17420962
990,generating,27.17420962
991,insertion,27.13912447
992,ball,27.12264859
993,coordination,26.99277379
994,relating,26.99277379
995,Communication,26.99277379
996,telemedicine,26.99277379
997,flanges,26.95976576
998,spout,26.95976576
999,Golf,26.95976576
1000,telescoping,26.95976576
1001,Roller,26.95976576
1002,sprayer,26.95976576
1003,Ergonomic,26.95976576
1004,cleansing,26.95976576
1005,ozone,26.95976576
1006,operations,26.81666798
1007,top,26.76526271
1008,institutions,26.75119058
1009,tab,26.6715359
1010,panels,26.6715359
1011,utensil,26.6715359
1012,bus,26.62558878
1013,settings,26.59060655
1014,recovery,26.59060655
1015,amplifying,26.56901957
1016,GSM,26.56901957
1017,estimate,26.56901957
1018,log,26.56901957
1019,subject.1,26.56901957
1020,guardian,26.56901957
1021,toilet,26.3783384
1022,infant,26.20486941
1023,MCU,26.14532889
1024,role,26.14532889
1025,learning,26.14532889
1026,oximetry,26.14532889
1027,sleeping,26.14532889
1028,accurate,26.14532889
1029,artifacts,26.14532889
1030,adoption,26.14532889
1031,classifier,26.14532889
1032,education,26.14532889
1033,collector,26.05288524
1034,channels,25.94027947
1035,technologies,25.90542855
1036,tablet,25.90542855
1037,torso,25.90542855
1038,attention,25.90542855
1039,mouth,25.89418667
1040,bowl,25.81995174
1041,caps,25.81995174
1042,dental,25.81995174
1043,R,25.78430476
1044,cases,25.75533263
1045,organization,25.72170172
1046,trends,25.72170172
1047,sphygmomanometer,25.72170172
1048,T,25.6693817
1049,perpendicular,25.6274995
1050,axle,25.57764425
1051,injection,25.54725942
1052,drugs,25.48268807
1053,wear,25.43833769
1054,intake,25.38553086
1055,Information,25.36389856
1056,weather,25.36389856
1057,communicate,25.33804139
1058,appointment,25.29813807
1059,digital,25.29813807
1060,families,25.29813807
1061,resolution,25.29813807
1062,protrusion,25.09285056
1063,compound,25.09285056
1064,conditioning,25.0822035
1065,entity,25.0600431
1066,tests,25.0600431
1067,v,25.0600431
1068,pre-processing,25.0600431
1069,interconnection,25.0600431
1070,domain,25.0600431
1071,receipt,25.03650372
1072,plastics,25.0232677
1073,bent,25.0232677
1074,holders,25.0232677
1075,animals,25.0232677
1076,sheets,25.0232677
1077,aluminum,25.0232677
1078,OR,25.0232677
1079,nail,25.0232677
1080,moment,24.97205805
1081,temperatures,24.94365475
1082,document,24.92098916
1083,plates,24.87917126
1084,reservation,24.87463791
1085,illness,24.87463791
1086,physiologic,24.87463791
1087,term,24.87463791
1088,Vehicle,24.59946701
1089,approach,24.52357749
1090,deviation,24.52357749
1091,corresponds,24.50418277
1092,N,24.47634992
1093,wet,24.46681092
1094,shafts,24.46681092
1095,rates,24.45120123
1096,biosensor,24.45120123
1097,login,24.45120123
1098,thermometer,24.45120123
1099,television,24.45120123
1100,analyzing,24.45120123
1101,signature,24.45120123
1102,timer,24.42979831
1103,applications,24.35510501
1104,course,24.23441162
1105,hours,24.2150456
1106,telemetry,24.2150456
1107,size,24.13731852
1108,sounds,24.10367117
1109,clothes,24.08762938
1110,outward,24.08509783
1111,experience,24.07984282
1112,reminding,24.02782801
1113,synchronization,24.02782801
1114,definition,24.02782801
1115,expression,24.02782801
1116,phones,24.02782801
1117,standards,24.02782801
1118,abdomen,24.02782801
1119,mount,24.0135281
1120,hook,24.0135281
1121,finger,24.0016639
1122,transducer,23.96049848
1123,substances,23.95326437
1124,ratio,23.89075273
1125,items,23.80981002
1126,portal,23.79269626
1127,attribute,23.79269626
1128,page,23.79269626
1129,retaining,23.6847126
1130,lever,23.61422937
1131,projects,23.61422937
1132,notifications,23.60451825
1133,leads,23.60451825
1134,h,23.60451825
1135,protocols,23.60451825
1136,obtaining,23.60451825
1137,interactions,23.60451825
1138,kit,23.44545192
1139,mood,23.37044885
1140,generator,23.3069963
1141,friends,23.18127192
1142,interpretation,23.18127192
1143,modeling,23.18127192
1144,Activity,23.18127192
1145,coordinate,23.18127192
1146,chart,23.18127192
1147,breath,23.17788001
1148,cup,23.12420826
1149,transformation,22.94830525
1150,means,22.89818452
1151,crystal,22.84502581
1152,advance,22.83956496
1153,stopper,22.77740792
1154,arcuate,22.77740792
1155,absorbent,22.77740792
1156,activator,22.77740792
1157,cam,22.77740792
1158,answers,22.75808901
1159,dosage,22.75808901
1160,stroke,22.63241097
1161,PDA,22.52626744
1162,detects,22.52626744
1163,transit,22.42410345
1164,resistance,22.40428651
1165,gas,22.39636863
1166,severity,22.33496951
1167,detectors,22.33496951
1168,supervision,22.33496951
1169,suggestions,22.33496951
1170,mattress,22.33496951
1171,ecg,22.33496951
1172,plans,22.33496951
1173,lung,22.33496951
1174,goals,22.33496951
1175,workstation,22.33496951
1176,radiation,22.29535575
1177,retainer,22.28169944
1178,belt,22.27956652
1179,gears,22.24392234
1180,pouch,22.24392234
1181,eyebrows,22.24392234
1182,left,22.10679365
1183,Display,22.10433756
1184,habits,22.00893713
1185,sink,21.95743934
1186,S4,21.9119134
1187,relatives,21.9119134
1188,transform,21.9119134
1189,wristwatch,21.9119134
1190,thresholds,21.9119134
1191,alarming,21.9119134
1192,loudspeaker,21.9119134
1193,j,21.9119134
1194,width,21.87393869
1195,food,21.86421935
1196,wavelength,21.84181268
1197,planar,21.74725957
1198,question,21.68251791
1199,multiplicity,21.65878992
1200,apparatuses,21.62118062
1201,property,21.60846085
1202,upload,21.48892067
1203,Physiological,21.48892067
1204,graph,21.48892067
1205,SpO2,21.48892067
1206,photoplethysmography,21.48892067
1207,gesture,21.48892067
1208,picture,21.41366789
