,0,1
7571,technology,195.1002851
3383,center,195.0852907
5073,warning,194.4661993
3535,strap,194.4049178
11889,detector,193.1704367
12005,doctor,192.9874621
4237,sensing,192.7424817
10950,changes,191.9674933
7934,users,191.4833641
10721,bracelet,189.3950186
1535,%,186.0281601
12010,platform,185.2721996
8845,electrode,184.3384568
10286,personnel,184.3084896
6095,calculation,183.9857421
8192,respiration,182.2172017
5504,heartbeat,178.6318237
9359,threshold,176.5969795
4178,hospital,175.4692838
12334,voice,175.0487963
12866,frequency,174.4984302
10240,watch,172.6614161
2844,emergency,171.3057916
13311,mobile,170.6940132
12412,feedback,170.4522713
9740,individual,169.9721061
7342,functions,169.859672
10331,evaluation,169.281555
4692,location,167.9084823
5981,accuracy,166.828594
10947,test,165.1859848
12807,instructions,164.116825
3899,chip,162.6293849
8957,assessment,162.3474231
4681,convenient,159.2453404
6984,devices,159.0206108
2371,record,156.3934645
8402,comparison,156.2821803
9773,band,155.300365
329,internet,155.2034615
7583,instrument,153.304598
913,detecting,153.0065874
794,wave,152.9703712
4911,transmitter,152.6678115
11516,member,150.8693474
2651,polymer,150.1956304
3755,set,148.2316583
4669,wearer,147.268749
9930,saturation,146.1907808
140,Health,145.2813361
6362,PPG,145.2813361
1248,basis,144.9997892
5954,message,142.6418533
5971,therapy,142.602976
13141,home,141.969369
5132,computing,141.7464035
4916,sleep,141.7201362
12109,interaction,141.3574041
3119,GPS,140.7857811
7347,memory,138.0033973
2768,control,137.761563
9652,doctors,135.7899725
7483,breathing,133.4197144
6398,Intelligent,132.643354
12747,chest,131.0504881
9935,button,130.8357447
1978,meter,130.6894889
379,determination,130.2989551
1240,living,130.0995642
8217,representative,130.0995642
3928,situation,129.9824153
136,use,129.1411223
4787,diseases,127.9059553
3724,posture,127.2746756
9383,patent,127.1974507
11861,Remote,127.1974507
2422,video,126.9522326
2462,battery,126.3979248
1728,metal,125.8229123
7520,family,125.5388356
10172,monitors,124.8315259
11764,sound,124.679708
39,System,122.9216038
4117,measure,121.119305
887,model,121.0198782
947,refers,120.2596539
12178,receiver,119.7496788
1396,tissue,115.3782946
4561,indicators,114.745113
4424,indicator,114.2361938
12700,systems,113.994277
7909,report,113.3141111
8370,stimulation,113.0187565
8809,brain,113.0187565
8726,hand,112.9694405
2545,index,112.4550029
6336,indication,111.8071016
12332,kind,111.2559434
5489,Heart,110.9536278
4929,sugar,110.6596073
918,water,110.1253379
6935,safety,110.0761435
7016,collecting,109.6832994
6456,interval,109.676486
10714,assembly,108.5478903
3459,means,108.3711106
12954,degree,107.8772294
5791,range,107.8618734
12588,real-time,107.4148252
9620,consumption,107.3085121
7873,input,106.823946
4186,power,106.7654054
3144,glucose,106.6398869
10028,particles,106.5206867
1641,examination,106.2357367
4082,clothing,106.2357367
7733,lead,106.0221068
11661,client,105.9447604
8925,noise,105.0682869
11075,transceiver,105.0512046
10385,problem,104.6402762
2498,and/or,104.5126845
3183,corresponding,104.3309007
4526,environment,103.725269
3728,layer,103.595681
1886,medicine,103.5890767
10741,probe,103.4447842
7840,classification,103.1038836
11132,movements,103.0997062
9718,fitness,102.7000069
2607,i,101.887498
2525,artery,101.521942
11851,nursing,101.521942
11421,camera,101.4182384
5208,cuff,100.7478794
1402,station,100.4234273
2210,healthcare,100.3441327
5433,recognition,99.86067285
6793,supply,99.82028034
1922,services,99.58716466
11599,staff,97.98928086
1081,event,97.35276188
5969,records,97.21587531
8250,recording,97.21491091
1734,conversion,96.72295076
1537,c,94.94438714
10532,d,94.01402006
3957,protocol,93.57351517
10289,A/D,93.28264176
1177,judgment,93.00311947
1347,position,92.45605074
9764,intensity,92.32279007
1458,factors,91.81401369
11515,b,91.60149429
4555,limb,91.33456285
2288,engine,91.32569459
8244,rescue,88.98392326
2984,measures,88.88367444
6475,semiconductor,88.5881052
3277,wearing,88.5800843
4319,access,88.57558631
1448,implementation,88.34928507
5702,garment,87.40508207
8088,wristband,87.40508207
6585,difference,87.31293379
5169,iii,87.31093018
6290,scheme,87.21782247
1931,Blood,87.13262174
284,key,86.74299198
6283,communications,86.59531142
3442,manufacturing,86.30271574
3259,electrocardiograph,86.23033453
9619,filtering,86.02183535
8889,training,85.19328262
83,prompt,85.05584159
4213,card,84.35667484
1283,identity,84.28589697
5029,instruction,84.28065134
11220,APP,83.88160318
2676,program,83.58141964
5373,cost,83.54014581
8801,quality,83.41979654
11821,analog,82.88380554
2194,compositions,82.65910314
12689,number,82.50315125
726,microcontroller,82.08729029
1358,substrate,81.70560234
9404,clouds,81.53388958
6393,USB,81.26996462
1678,waveforms,80.19102729
5986,compound,79.9984276
11065,action,79.58790007
11053,ii,79.58488688
12909,worn,79.18719308
1558,microcomputer,78.41951269
613,muscle,78.01422604
1816,guidance,77.75625298
4646,microphone,77.75625298
8428,variability,77.75625298
5057,apparatus,77.30052441
11319,problems,77.1339329
6189,events,77.08520422
9093,characteristic,77.06919942
3593,points,77.05586365
3708,methods,76.42322121
1761,mixture,75.84918832
3159,stores,75.73030905
5852,types,75.65408905
7951,vibration,75.19870904
2295,recommendations,74.49684873
538,disclosure,74.34794196
7538,part,74.06950867
12537,inlet,74.02292164
13120,Provided,73.80587538
2855,amplification,73.62046292
4585,sending,73.3248973
4738,electrocardio,73.3248973
7941,GPRS,73.3248973
1468,agent,73.29859311
11896,vector,72.80303396
2324,gyroscope,72.56004933
5790,belongs,72.51715421
7156,transmitting,72.46701352
9951,breath,72.15319956
9854,duration,71.52193185
10613,history,71.35121349
3916,estimation,71.04353484
5061,background,71.04353484
1552,radio,70.43229931
3993,call,70.21822917
413,establishment,69.56944183
6632,calibration,69.26209991
1385,correlation,69.04774497
12404,foot,68.5464735
1127,ear,68.40130656
4784,things,68.27834572
1405,finger,67.86101884
5018,catheter,67.02102606
5237,provider,66.70763538
1668,children,66.29851344
6797,disorders,66.29851344
9809,copolymer,66.09257225
6305,hardware,65.99473888
2779,work,65.43579136
1989,smartphone,65.12833616
2001,impedance,65.0693074
9489,host,64.5531806
11583,variation,64.4315434
2105,alloy,64.33480993
929,judging,63.95841199
2845,cardiac,63.95841199
3771,trend,63.95841199
2033,amplitude,63.79947268
1511,sheet,63.5264348
12501,portion,63.00160847
4515,telephone,62.78874087
6007,networking,62.78874087
8526,arrhythmia,62.78874087
6709,convenience,62.56622348
7800,transducer,62.40849061
7953,shell,61.92254196
6291,transit,61.6193227
7555,accordance,61.44282612
3951,acid,61.09142297
2882,fall,60.87900938
6133,help,60.87900938
9441,Step,60.86244895
8976,oil,60.82178198
7055,audio,60.45198375
6251,subjects,59.69429947
353,oximeter,59.2812449
2486,beat,59.2812449
9266,persons,59.06986738
2680,robot,58.5798356
1238,judges,58.52645127
7432,medication,58.52645127
9462,virtue,58.52645127
3644,back,58.48815112
12183,C.,58.44154949
6964,risk,58.34424088
1759,statistics,58.1125851
4195,hospitals,58.1125851
10589,port,58.05710831
4276,packet,57.90524065
9308,intervals,57.54930539
2484,guardian,56.94417794
3689,community,56.94417794
6842,effects,56.62218599
12270,sampling,56.23831989
7541,behavior,56.21996954
3263,Human,56.19166958
10601,Serial,56.19166958
8461,stress,56.17642184
644,standard,56.08778949
12032,periods,56.08778949
12993,pulses,55.96789894
9288,powder,55.91776734
6271,EEG,55.77602332
6481,amplifying,55.77602332
7024,cells,55.56007931
10925,humidity,54.86787138
9271,catalyst,54.68211307
8494,effect,54.06035117
10454,e,53.95702919
6749,roller,53.80587632
8265,integration,53.75070202
7726,combination,53.62105181
1185,consultation,53.4404714
4940,sent,53.4404714
13454,sphygmomanometer,53.4404714
7850,forming,53.33907573
11815,code,53.22368845
13177,axis,53.1273761
2944,μm,52.92985749
5950,outlet,52.91105402
6899,rotor,52.85339374
7425,exhaust,52.85339374
6306,concentration,52.74551375
7737,element,52.6930738
10890,tracking,52.37890471
2212,production,52.33608978
6988,judge,52.27307393
11406,individuals,52.27307393
11467,biometric,52.27307393
12862,symptoms,52.27307393
12326,coating,52.21756895
4430,e.g,52.19705124
5143,S2,52.08870715
5220,amplifier,51.88136859
5719,transmits,51.85764818
3936,S1,51.60734411
2717,reading,51.31135359
8332,contact,51.27535348
6403,TO,51.17847867
6866,distance,51.12674331
443,query,51.10592868
2476,site,51.03467357
9510,beam,50.96852492
5443,sequence,50.64825884
7054,request,50.52584084
5623,end,50.10879762
2234,gear,50.05620202
564,relates,49.93903557
2296,ecg,49.93903557
9686,pre-processing,49.93903557
7222,times,49.8433748
1883,MCU,49.76538188
4124,sports,49.29589802
9325,Wireless,49.29589802
8022,levels,49.03185754
5704,drug,48.93166084
889,physiology,48.77239452
6824,prescription,48.77239452
10333,anda,48.77239452
6529,notification,48.66242329
6348,rotation,48.62998411
9428,eye,48.39031885
550,Said,48.29885203
818,gas,48.10864508
2981,S3,48.02989394
6078,PC,48.02989394
2269,tank,47.64622629
699,families,47.60600544
1573,workers,47.60600544
2946,rhythm,47.60600544
4574,alarming,47.60600544
12732,miniature,47.60600544
8122,rules,47.44409736
11243,day,47.44409736
3410,materials,47.43443269
9679,sample,47.25138632
4995,belt,47.21517882
9018,shaft,47.12660002
3130,mold,47.09631253
8857,walking,46.98740965
1447,readings,46.86524755
6175,combustion,46.74386443
9609,baseline,46.63836798
3769,images,46.5839769
2306,a.,46.43986825
6773,rehabilitation,46.43986825
10377,insulin,46.43986825
13056,interest,46.38002811
3730,transmit,46.01794226
3500,monomer,45.92972129
7594,storing,45.83434743
13337,manner,45.67415614
7539,steel,45.38054026
8092,thermometer,45.27398287
10234,oximetry,45.27398287
12707,GSM,45.27398287
10995,algorithms,45.12498741
11723,comfort,45.12498741
6790,heat,45.07952046
1508,purposes,44.96584696
9626,responsive,44.91727642
796,centre,44.6821168
5051,indexes,44.53700093
2372,score,44.34935846
8720,voltage,44.26477982
386,providers,44.10834922
1856,player,44.10834922
7004,physician,44.10834922
8176,transform,44.10834922
10937,torso,44.10834922
12633,Monitoring,44.10834922
11346,intervention,43.96629625
13459,selection,43.88130751
6949,art,43.87475119
1593,conditioning,43.81069138
9644,features,43.70320173
669,search,43.53075388
4743,child,43.53075388
10650,determine,43.53075388
1422,Vehicle,43.30846002
6428,iv,43.20658009
7496,curve,43.0235373
4577,photoplethysmography,42.94296722
8391,abdomen,42.94296722
4180,development,42.88980251
1471,push,42.8082103
10610,leads,42.8082103
13422,fatigue,42.8082103
10389,collector,42.70632318
4612,determining,42.38029788
13405,criteria,42.38029788
10478,capability,42.32784365
13014,patch,42.3108848
5976,reference,42.17581634
5005,quantity,42.1304009
13058,motor,42.12021821
11732,surfaces,41.96276833
10575,induction,41.95876647
4259,reminding,41.77783679
4398,expert,41.77783679
8012,advice,41.77783679
9387,fetus,41.77783679
12574,infant,41.77783679
13248,QRS,41.77783679
5845,emitter,41.70640832
7112,speaker,41.70019669
11644,RFID,41.60426678
2862,performance,41.50119323
8343,analyzer,41.2307914
4122,reporting,41.04735672
6570,online,41.04735672
3260,velocity,41.0090791
5190,experience,40.92475076
11685,fan,40.71928357
56,accelerometers,40.61295784
5977,series,40.48350565
8206,left,40.28158149
689,gate,40.05130884
10597,Data,40.02772364
4018,solvent,39.85504272
295,micro,39.78582341
1232,actuator,39.61277996
3640,receive,39.4483303
12922,micro-controller,39.4483303
9964,Systems,39.37992722
4761,gateway,39.33784131
4157,master,39.20414754
12113,blade,38.94454091
1002,inquiry,38.722849
6662,middle,38.45741283
8746,CPU,38.45741283
12377,receives,38.45741283
9852,clothes,38.34594037
4721,place,38.32580517
2309,hydrogen,38.30191798
125,WIFI,38.28395408
6110,responses,38.28395408
6301,plant,38.04436822
10815,particle,37.69860988
12728,elements,37.60360419
9078,wristwatch,37.56120459
11587,waist,37.56120459
4153,platforms,37.51229273
9818,sensitivity,37.51229273
6610,welding,37.4454924
6138,locations,37.33313253
9379,table,37.29410133
9416,security,37.29216854
12881,molding,37.26576295
1840,abnormality,37.22128739
1046,analyte,37.11982909
4884,adoption,37.11982909
8377,reports,37.11982909
10443,micro-processor,37.11982909
7302,size,37.10065699
4535,Things,37.02780669
5156,cycle,36.65095308
10807,drive,36.54120687
11551,feature,36.48884133
2481,gait,36.39998408
9664,photodetector,36.39998408
11631,computers,36.39998408
11935,diameter,36.34248709
6378,voltages,36.32924955
6412,alert,36.13245156
5983,link,36.06720001
3070,artifacts,35.95595527
7586,perfusion,35.95595527
7727,emotion,35.95595527
9075,indications,35.95595527
13244,lung,35.95595527
13415,professional,35.95595527
13128,format,35.87396084
13192,processors,35.86518538
7061,glass,35.6268188
2521,relationship,35.50730137
10209,torque,35.47310006
1746,fuel,35.45802185
66,requirements,35.36961428
13404,form,35.36833407
4038,modules,35.32888729
8865,portions,35.27499815
503,prediction,35.13948448
3529,resources,35.13948448
2988,file,35.08830404
5470,household,35.0466482
6001,determines,35.0466482
11753,suggestions,34.79233253
12874,woman,34.79233253
191,edge,34.77887061
1756,danger,34.07887711
8672,estimate,34.07887711
11527,collects,34.07887711
8407,reliability,34.07413396
13380,manufacture,33.8222653
10587,ability,33.80762895
11721,impurities,33.70967215
7069,occurrence,33.6675852
6803,decision,33.56883223
7785,messages,33.56883223
9707,carbon,33.530943
1771,structures,33.49109368
1160,way,33.38368834
2649,capacity,33.37599796
483,dose,33.21533279
183,circuitry,33.18417547
4130,flange,33.1762988
5771,peak,33.1557884
6173,technique,33.1296629
2780,imaging,33.01047578
13357,S4,32.91902676
11572,f,32.8847564
12797,entry,32.85299708
2666,filler,32.8460254
10099,account,32.80120147
11111,container,32.74339705
12480,T,32.67576123
4906,symptom,32.46583995
5280,parents,32.46583995
5990,recommendation,32.46583995
9351,analyzing,32.46583995
12724,sleeping,32.46583995
12759,wellness,32.46583995
12899,alarms,32.46583995
12965,Electrocardiogram,32.46583995
2529,seal,32.4043212
6883,layers,32.15238143
8090,Mobile,32.10313157
12087,matching,32.07552048
6794,interference,32.03227329
9443,path,31.9258099
4804,rest,31.85774677
5327,spectrum,31.80900584
357,AD,31.75967313
2706,loudspeaker,31.75967313
4857,onset,31.75967313
12682,role,31.75967313
4378,registration,31.70027363
4461,representation,31.68888118
8832,downstream,31.3094412
3249,biofeedback,31.30296996
4242,diabetes,31.30296996
6367,physiologic,31.30296996
6706,baby,31.30296996
11163,SpO2,31.30296996
2147,motions,31.26747521
2703,rule,31.26747521
3055,LCD,31.26747521
3780,buckle,31.26747521
5124,attention,31.26747521
6531,authentication,31.26747521
7408,knowledge,31.26747521
8251,aluminum,31.10616876
5161,aid,31.05727623
3185,implantation,30.93727947
6433,situations,30.93727947
8412,Pulse,30.93727947
3650,delivery,30.88168554
3575,gap,30.86191601
4744,trigger,30.64261563
1964,administration,30.60084072
1897,antenna,30.44516691
9577,liquid,30.30454969
1119,party,30.14035072
4715,biologic,30.14035072
6458,built-in,30.14035072
8071,relatives,30.14035072
11047,apnea,30.14035072
4793,age,30.11836804
10821,procedure,30.01053163
5352,wheel,29.72205244
6825,stroke,29.66883949
10408,transistor,29.64852027
9844,intelligence,29.60993502
13294,touch,29.60993502
6726,subsystem,29.56151
12712,Sensor,29.56151
588,capabilities,29.44255739
4951,inverter,29.38752787
5933,precision,29.38612314
12952,product,29.30294884
3574,window,29.21688969
3384,fiber,28.98349888
754,fallers,28.97798215
4271,HRV,28.97798215
7355,abnormity,28.97798215
7835,electrocardiography,28.97798215
8075,disorder,28.97798215
12500,human,28.97798215
1374,setting,28.94612888
9389,wear,28.76944975
12943,course,28.76944975
5784,compressor,28.67988527
4785,attitude,28.66596363
2770,step,28.62999446
7362,timer,28.6048467
12734,point,28.55077027
426,salt,28.49876657
12970,clutch,28.49876657
5271,procedures,28.48958268
10498,fusion,28.48958268
12498,context,28.48958268
920,die,28.42417563
2960,testing,28.4132256
10859,association,28.4132256
1893,accidents,28.28485501
3223,speech,28.28485501
9254,nerve,28.28485501
2321,oxide,28.13054087
10694,plan,28.06862463
4207,t,27.8236813
5796,tablet,27.8236813
810,sweat,27.81586417
2307,limbs,27.81586417
2713,fibrillation,27.81586417
3029,cause,27.81586417
7435,telemetry,27.81586417
8388,review,27.81586417
8960,SIM,27.81586417
9580,screening,27.81586417
9959,Physiological,27.81586417
10326,professionals,27.81586417
10514,women,27.81586417
10850,expenditure,27.81586417
10911,picture,27.81586417
11790,upload,27.81586417
554,Si,27.66284105
7851,A,27.62275571
8807,thickness,27.57811862
1770,fibers,27.44972735
900,rates,27.41098071
4074,formation,27.17051256
1501,behaviors,27.12777018
7364,text,27.12777018
7967,Activity,27.12777018
2013,proximity,27.07748276
4346,bed,26.97942834
6573,box,26.92697386
1256,cooling,26.81815872
9792,separator,26.80151652
11152,gravity,26.7550934
3747,stimulus,26.67828654
6665,Communication,26.67828654
12816,injury,26.67828654
3387,Medical,26.6539967
4061,trends,26.6539967
5086,payment,26.6539967
5249,alerts,26.6539967
7868,wavelet,26.6539967
9651,interpretation,26.6539967
11192,drugs,26.6539967
11695,institutions,26.6539967
11965,Analysis,26.6539967
1367,v,26.40242687
10734,cartridge,26.34843702
7466,store,26.24524214
7127,need,26.20149198
2873,broadcast,25.97134515
12277,HR,25.97134515
12950,goal,25.97134515
2057,ester,25.89449622
5056,chamber,25.66429813
505,phones,25.53433533
12831,thresholds,25.53433533
13448,calculating,25.53433533
9824,steering,25.52849555
784,experts,25.49237967
966,department,25.49237967
3870,habits,25.49237967
3809,energy,25.25358979
3722,scale,25.16572182
5432,absence,25.16572182
6116,completion,25.16572182
2348,moment,25.11614743
9819,detects,25.11614743
11239,verification,25.11614743
2076,panels,25.02716958
9678,melt,25.02716958
2228,volume,24.96872785
8204,law,24.81562892
3045,factor,24.40098092
9292,needs,24.39527137
933,ID,24.39195538
9287,graph,24.39195538
9850,dosage,24.39195538
11690,whole,24.39195538
199,arrhythmias,24.33101298
3027,sends,24.33101298
4086,files,24.33101298
4099,supervision,24.33101298
4188,physicians,24.33101298
4387,arteries,24.33101298
4665,ambulatory,24.33101298
7859,muscles,24.33101298
9164,mattress,24.33101298
9501,tester,24.33101298
10380,session,24.33101298
10555,practicability,24.33101298
10641,prompting,24.33101298
12998,thumb,24.33101298
8207,waves,24.30323228
575,transformation,24.21820213
4072,facility,24.21820213
12144,execution,24.21820213
9123,exchanger,24.16025485
5769,Detection,24.14797977
7960,bladder,24.14797977
9799,handheld,24.14797977
9841,mouth,24.09065599
7903,Temperature,24.0362215
1338,programs,24.02459919
12041,probability,24.02459919
4286,nozzle,23.89548141
3797,prevention,23.85131578
276,breast,23.66067871
502,biosensor,23.66067871
624,relationships,23.66067871
3198,music,23.66067871
7983,WiFi,23.66067871
9975,diagnostics,23.66067871
13220,coordination,23.66067871
3585,walls,23.33796866
1229,membrane,23.31709068
10579,grain,23.29377365
12615,composite,23.29377365
6791,simulation,23.25129333
10090,population,23.25129333
12972,mass,23.23977685
12532,extraction,23.18162947
1355,electrocardiosignals,23.16989655
4686,understanding,23.16989655
5304,watchband,23.16989655
7319,resuscitation,23.16989655
7390,practitioner,23.16989655
8836,dependence,23.16989655
9641,prompts,23.16989655
9780,glove,23.16989655
12572,DSP,23.16989655
12977,photoplethysmograph,23.16989655
13008,buzzer,23.16989655
492,leg,23.14815991
3465,word,23.0826659
3626,dial,23.02467001
11503,influence,23.02467001
2982,ambient,22.93727414
10793,marker,22.93727414
521,User,22.9310536
3653,+,22.9310536
6451,label,22.9310536
10503,arm,22.65684475
8804,conductor,22.6226045
9092,timing,22.53956885
11618,bond,22.506813
2850,S5,22.50656167
5288,metrics,22.50656167
5578,mood,22.50656167
9088,ankle,22.50656167
6667,navigation,22.11523544
7734,models,22.11523544
2496,eyes,22.11251841
7089,presentation,22.11251841
11751,vibrator,22.11251841
10120,compounds,22.08634207
473,single-chip,22.00903032
928,exercises,22.00903032
1416,programme,22.00903032
2167,workout,22.00903032
2555,RR,22.00903032
2961,ovulation,22.00903032
2983,ward,22.00903032
8842,login,22.00903032
10009,earphone,22.00903032
10278,guardianship,22.00903032
10936,exertion,22.00903032
10988,time-series,22.00903032
11873,Doppler,22.00903032
12443,name,22.00903032
12813,prospect,22.00903032
13281,illness,22.00903032
2747,plane,22.0031442
3964,contraction,21.95521474
11499,self,21.90429462
11718,Smart,21.90429462
12736,accurate,21.90429462
3109,Body,21.82972037
3634,right,21.82972037
8899,others,21.82972037
12241,solution,21.72720742
1184,sheets,21.65064165
12637,lighting,21.5833143
5848,Antenna,21.56221322
9370,nitrogen,21.56221322
1526,Signal,21.35335719
2513,send,21.35335719
2975,Motion,21.35335719
4224,ZigBee,21.35335719
5649,gathering,21.35335719
9763,bit,21.33449721
12556,count,21.29537487
12974,separation,21.22381169
4788,bag,21.07251087
7163,vehicles,21.03816635
5032,lines,21.00767197
9874,openings,20.98144318
4993,glasses,20.97582691
6242,customer,20.97582691
6829,severity,20.97582691
6846,list,20.97582691
6952,research,20.97582691
7893,passage,20.90833443
79,distress,20.84841419
342,forearm,20.84841419
719,clinic,20.84841419
1083,gyro,20.84841419
1726,Cloud,20.84841419
5535,guardians,20.84841419
5537,*,20.84841419
5813,pulsation,20.84841419
6729,defibrillation,20.84841419
7184,Processor,20.84841419
7778,displayer,20.84841419
10399,mammal,20.84841419
10847,EKG,20.84841419
11466,pregnancy,20.84841419
13055,examinee,20.84841419
10856,suspension,20.81334677
9346,above,20.78714108
9856,fluctuation,20.78714108
11835,seconds,20.77669515
13349,connector,20.7207471
11967,tool,20.71354406
11165,wall,20.685205
112,discharge,20.45104705
4540,clock,20.38390387
4773,inputs,20.31322217
8762,map,20.31322217
9169,correction,20.29250514
11957,embodiment,20.22829098
1368,business,20.20115979
4821,circumstances,20.20115979
7975,classifier,20.20115979
11317,recorder,20.20115979
11806,comparing,20.20115979
12106,palm,20.20115979
3211,insulating,20.19640954
12124,kinds,20.03619848
8019,Process,19.94163695
1845,laser,19.91084951
11492,hours,19.84194111
13163,samples,19.84194111
5598,workstation,19.84144788
9541,Processing,19.84144788
11512,communicate,19.70424824
16,lungs,19.68804809
1295,playing,19.68804809
1891,preprocessing,19.68804809
1941,tonometer,19.68804809
2237,headset,19.68804809
2452,heartbeats,19.68804809
2822,reservation,19.68804809
3980,pain,19.68804809
4053,PDA,19.68804809
4932,caregiver,19.68804809
4946,multi-parameter,19.68804809
4976,questions,19.68804809
5812,calories,19.68804809
5889,pace,19.68804809
9700,electroencephalogram,19.68804809
10802,regression,19.68804809
10963,waistband,19.68804809
11226,stimulating,19.68804809
12987,acupuncture,19.68804809
13436,cardiovascular,19.68804809
861,indicating,19.67353942
4887,detectors,19.67353942
12248,reader,19.67353942
6096,presence,19.65119875
9033,receipt,19.63999111
12890,identifying,19.63999111
6725,circuit,19.51836195
10836,start,19.50195327
11233,variety,19.48211416
5949,s,19.39786165
2395,beams,19.35653012
6164,variations,19.26176646
13038,plastic,19.10422992
5047,effector,19.08898846
13066,insurance,19.05008292
7467,therefrom,19.01486003
5112,advance,19.00678461
9035,ranges,19.00678461
11744,parallel,18.99224523
5431,edges,18.9004456
6814,mm,18.8339548
7353,minutes,18.79475069
2399,photo,18.70965021
3184,second,18.70965021
3987,places,18.70965021
7202,digital,18.70965021
12216,coefficients,18.70965021
10773,generates,18.66802311
1758,instruments,18.63765178
5239,document,18.63765178
5379,standards,18.56387049
540,bandage,18.52793193
1729,pacemaker,18.52793193
2542,telemedicine,18.52793193
3269,calorie,18.52793193
4876,Zigbee,18.52793193
5450,resting,18.52793193
5485,wisdom,18.52793193
5836,sport,18.52793193
6312,diet,18.52793193
6488,pacing,18.52793193
6869,anytime,18.52793193
7361,uploading,18.52793193
8309,tract,18.52793193
8373,authority,18.52793193
8505,electromyography,18.52793193
9229,death,18.52793193
9555,Global,18.52793193
11100,meal,18.52793193
11286,corruption,18.52793193
11860,like,18.52793193
5642,cylinder,18.38903829
11859,item,18.28687417
13021,interfaces,18.28687417
1058,computation,18.25628677
6974,transistors,18.23772037
7989,Ti,18.23772037
7357,array,18.16837808
2530,polyethylene,18.10563789
4677,laminate,18.10563789
10243,modes,18.09937592
3145,stack,18.07848387
10899,piston,18.05415804
6350,light,18.03143938
6016,bearing,17.9640515
1692,],17.94470861
2244,extremity,17.90026391
5965,square,17.90026391
3482,servers,17.58075168
5221,portability,17.58075168
7679,peaks,17.58075168
4950,external,17.57744762
11511,domain,17.57744762
13279,fluid,17.53886528
4595,confirmation,17.47041209
5359,optimization,17.47041209
9813,learning,17.47041209
176,fingerprint,17.4585761
5454,feet,17.4585761
